City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Santa Fe,AR,2020-10-19 03:50:47,-31.63,-60.7,82.0,57,0,8.01
305,Totness,SR,2020-10-19 03:50:48,5.88,-56.32,80.53,83,21,9.66
306,Pangkalanbuun,ID,2020-10-19 03:50:31,-2.68,111.62,91.71,52,89,2.51
307,Nizhniy Kuranakh,RU,2020-10-19 03:50:48,58.84,125.49,27.43,86,0,5.28
308,Lensk,RU,2020-10-19 03:50:48,60.73,114.93,29.46,96,100,3.65
309,Amuntai,ID,2020-10-19 03:50:48,-2.42,115.25,76.73,93,100,3.4
310,Puerto Escondido,MX,2020-10-19 03:50:48,15.85,-97.07,82.4,69,40,3.36
311,Lagdo,CM,2020-10-19 03:50:49,9.05,13.73,73.45,72,30,2.57
312,Port Keats,AU,2020-10-19 03:50:49,-14.25,129.55,89.35,56,64,10.13
313,Ilulissat,GL,2020-10-19 03:50:49,69.22,-51.1,51.8,40,100,23.04
314,College,US,2020-10-19 03:49:44,64.86,-147.8,19.99,67,90,2.39
315,Ursulo Galvan,MX,2020-10-19 03:50:49,22.73,-98.3,78.01,89,3,2.75
316,Watertown,US,2020-10-19 03:50:49,42.37,-71.18,50.0,93,1,2.71
317,Vila Velha,BR,2020-10-19 03:50:50,-20.33,-40.29,68.0,100,90,4.7
318,Datong,CN,2020-10-19 03:50:50,40.09,113.29,56.59,32,0,7.14
319,Lebyazhye,RU,2020-10-19 03:50:50,55.27,66.49,39.94,64,100,21.68
320,Yelkhovka,RU,2020-10-19 03:50:50,53.87,50.28,50.0,87,100,6.71
321,Nouakchott,MR,2020-10-19 03:50:50,18.09,-15.98,82.4,42,0,11.41
322,Aleksandrovka,UA,2020-10-19 03:50:51,46.84,32.76,46.4,93,90,6.71
323,Canmore,CA,2020-10-19 03:46:17,51.08,-115.35,19.0,92,90,9.17
324,Itarema,BR,2020-10-19 03:50:51,-2.92,-39.92,79.47,82,27,14.83
325,Tashtagol,RU,2020-10-19 03:50:51,52.77,87.89,31.53,94,100,13.42
326,Ambilobe,MG,2020-10-19 03:50:51,-13.2,49.05,76.19,56,0,3.62
327,Manta,EC,2020-10-19 03:46:21,-0.95,-80.73,73.4,83,90,10.29
328,Narsaq,GL,2020-10-19 03:50:19,60.92,-46.05,39.2,86,98,3.36
329,Waingapu,ID,2020-10-19 03:50:52,-9.66,120.26,88.81,57,7,12.35
330,Tamandare,BR,2020-10-19 03:50:52,-8.76,-35.1,73.31,83,55,5.77
331,Kysyl-Syr,RU,2020-10-19 03:50:52,63.9,122.76,19.36,89,15,2.33
332,Beoumi,CI,2020-10-19 03:50:52,7.67,-5.58,73.4,100,40,2.24
333,Port Shepstone,ZA,2020-10-19 03:50:52,-30.74,30.45,66.34,78,90,3.31
334,Vidalia,US,2020-10-19 03:46:11,32.22,-82.41,64.4,72,1,6.93
335,Magdagachi,RU,2020-10-19 03:50:53,53.45,125.8,33.13,81,6,3.0
336,Jijiga,ET,2020-10-19 03:50:53,9.35,42.8,65.75,40,0,3.65
337,Kashi,CN,2020-10-19 03:50:53,39.45,75.98,55.4,24,0,4.47
338,Clemencia,CO,2020-10-19 03:50:53,10.57,-75.33,73.4,94,40,3.36
339,Tazovskiy,RU,2020-10-19 03:50:53,67.47,78.7,23.47,96,98,15.41
340,Ayan,RU,2020-10-19 03:50:54,56.45,138.17,29.07,82,68,18.16
341,Coquimbo,CL,2020-10-19 03:50:31,-29.95,-71.34,51.8,93,0,3.36
342,Abu Samrah,SY,2020-10-19 03:50:29,35.3,37.18,57.72,68,0,3.15
343,Kamenka,RU,2020-10-19 03:50:54,51.32,42.77,39.0,85,27,6.71
344,Adrar,MR,2020-10-19 03:50:54,20.5,-10.07,81.39,27,0,8.86
345,Zhezkazgan,KZ,2020-10-19 03:50:54,47.8,67.71,46.11,52,0,8.34
346,Villebon-Sur-Yvette,FR,2020-10-19 03:50:54,48.71,2.24,45.0,93,80,1.12
347,Tromso,NO,2020-10-19 03:46:40,69.65,18.96,14.0,85,23,10.29
348,Alekseyevka,RU,2020-10-19 03:50:55,50.63,38.69,41.36,79,0,6.98
349,Turbat,PK,2020-10-19 03:50:55,26.0,63.04,82.27,13,0,23.87
350,Nome,US,2020-10-19 03:50:55,64.5,-165.41,39.2,93,90,14.99
351,Severnyy,RU,2020-10-19 03:50:55,50.68,36.55,39.2,86,40,8.95
352,Koungou,YT,2020-10-19 03:50:55,-12.73,45.2,75.2,94,5,2.24
353,Chernyshevskiy,RU,2020-10-19 03:50:56,63.01,112.47,23.04,97,100,10.94
354,Reinosa,ES,2020-10-19 03:50:56,43.0,-4.14,64.99,93,72,3.36
355,Kongoussi,BF,2020-10-19 03:50:56,13.33,-1.53,83.64,45,27,5.23
356,Burnie,AU,2020-10-19 03:50:56,-41.07,145.92,62.01,44,81,7.0
357,Camacupa,AO,2020-10-19 03:50:56,-12.02,17.48,63.9,72,0,2.33
358,Avera,US,2020-10-19 03:50:56,33.19,-82.53,59.0,93,1,4.7
359,Hervey Bay,AU,2020-10-19 03:50:56,-25.3,152.85,84.2,48,40,17.22
360,Gushikawa,JP,2020-10-19 03:50:57,26.35,127.87,84.2,69,75,11.41
361,Buala,SB,2020-10-19 03:50:57,-8.14,159.59,85.68,69,32,4.97
362,Samarai,PG,2020-10-19 03:50:57,-10.62,150.67,82.27,78,67,9.28
363,Port-Gentil,GA,2020-10-19 03:50:57,-0.72,8.78,78.19,88,98,14.61
364,Yuanping,CN,2020-10-19 03:49:04,38.72,112.76,60.98,28,0,2.3
365,Faya,SA,2020-10-19 03:50:57,18.39,42.45,53.6,30,0,8.05
366,Ambon,ID,2020-10-19 03:50:57,-3.7,128.18,89.6,59,40,6.93
367,Tinskoy,RU,2020-10-19 03:50:58,56.15,96.92,34.39,80,75,16.24
368,Constantine,DZ,2020-10-19 03:50:58,36.37,6.61,44.6,81,0,1.92
369,Kaitangata,NZ,2020-10-19 03:50:58,-46.28,169.85,53.01,85,100,1.99
370,Vostok,RU,2020-10-19 03:50:58,46.49,135.88,40.33,63,0,8.9
371,Besuki,ID,2020-10-19 03:50:58,-7.73,113.7,86.43,54,85,5.55
372,Vanavara,RU,2020-10-19 03:50:58,60.34,102.28,29.79,92,100,15.3
373,Erenhot,CN,2020-10-19 03:50:58,43.65,111.98,55.78,31,4,20.49
374,Axim,GH,2020-10-19 03:50:59,4.87,-2.24,76.84,87,52,5.46
375,Westport,US,2020-10-19 03:50:59,41.14,-73.36,57.2,67,20,8.05
376,Pafos,CY,2020-10-19 03:50:09,34.77,32.42,68.0,55,32,5.82
377,Saint Anthony,US,2020-10-19 03:50:59,45.02,-93.22,32.0,63,75,5.46
378,Santa Maria Del Oro,MX,2020-10-19 03:50:59,25.93,-105.37,64.06,45,0,3.38
379,Benghazi,LY,2020-10-19 03:50:59,32.12,20.07,71.8,74,100,14.18
380,San Jose De Rio Tinto,HN,2020-10-19 03:50:59,14.93,-85.7,70.48,89,94,3.02
381,Weligama,LK,2020-10-19 03:51:00,5.97,80.42,83.68,70,85,12.75
382,Shenzhen,CN,2020-10-19 03:51:00,22.55,114.07,80.01,67,20,1.99
383,Teluknaga,ID,2020-10-19 03:51:00,-6.1,106.64,91.0,62,40,5.82
384,Point Pleasant,US,2020-10-19 03:51:00,40.08,-74.07,60.01,87,1,7.07
385,Boyolangu,ID,2020-10-19 03:51:00,-8.12,111.89,83.82,68,84,7.36
386,Mahendranagar,NP,2020-10-19 03:51:00,28.92,80.33,81.66,48,4,0.72
387,Chhapar,IN,2020-10-19 03:51:01,27.82,74.4,88.14,13,33,7.43
388,Hobyo,SO,2020-10-19 03:51:01,5.35,48.53,79.77,80,33,13.76
389,Smithers,CA,2020-10-19 03:51:01,54.78,-127.17,30.2,92,90,4.7
390,Fiche,ET,2020-10-19 03:51:01,9.8,38.73,46.69,81,4,1.97
391,Manga,BF,2020-10-19 03:51:02,11.66,-1.07,78.35,67,27,5.97
392,Nanortalik,GL,2020-10-19 03:51:02,60.14,-45.24,39.31,88,97,4.7
393,Mendoza,AR,2020-10-19 03:51:02,-32.89,-68.83,78.8,24,0,8.05
394,Whitehorse,CA,2020-10-19 03:51:02,60.72,-135.05,23.0,67,90,4.7
395,Caravelas,BR,2020-10-19 03:51:02,-17.71,-39.25,72.27,78,96,7.54
396,Klaksvik,FO,2020-10-19 03:51:02,62.23,-6.59,41.0,86,100,5.82
397,Cabanas,CU,2020-10-19 03:51:03,22.98,-82.92,75.2,100,40,10.29
398,Luganville,VU,2020-10-19 03:51:03,-15.53,167.17,82.4,65,75,9.17
399,Stornoway,GB,2020-10-19 03:51:03,58.21,-6.39,46.99,93,100,5.82
400,Kamsack,CA,2020-10-19 03:51:03,51.57,-101.9,24.8,68,90,5.82
401,Ramshir,IR,2020-10-19 03:51:03,30.89,49.41,62.6,51,0,6.2
402,Nantucket,US,2020-10-19 03:51:03,41.28,-70.1,54.0,72,1,6.93
403,Pangnirtung,CA,2020-10-19 03:50:28,66.15,-65.71,32.76,94,100,5.93
404,Orlik,RU,2020-10-19 03:51:04,52.52,99.83,33.96,83,100,5.35
405,Pampas,PE,2020-10-19 03:51:04,-12.4,-74.9,50.31,73,81,3.29
406,Khandyga,RU,2020-10-19 03:51:04,62.67,135.6,19.35,92,100,2.95
407,Unjha,IN,2020-10-19 03:47:49,23.8,72.4,86.9,61,0,4.81
408,Salinopolis,BR,2020-10-19 03:51:04,-0.61,-47.36,78.76,82,11,10.4
409,Bam,IR,2020-10-19 03:51:04,29.11,58.36,69.08,15,0,7.34
410,Porangatu,BR,2020-10-19 03:51:05,-13.44,-49.15,80.2,50,100,3.42
411,Pandan,PH,2020-10-19 03:51:05,14.05,124.17,83.61,82,100,11.63
412,Oistins,BB,2020-10-19 03:51:05,13.07,-59.53,77.0,88,20,3.36
413,Pochutla,MX,2020-10-19 03:51:05,15.74,-96.47,78.01,83,87,3.47
414,Astoria,US,2020-10-19 03:51:05,46.19,-123.83,57.99,100,90,6.93
415,Atbasar,KZ,2020-10-19 03:51:01,51.8,68.33,40.28,61,28,15.37
416,Kirando,TZ,2020-10-19 03:51:06,-7.42,30.6,76.39,53,32,3.71
417,Pontianak,ID,2020-10-19 03:51:06,-0.03,109.33,90.79,55,66,3.42
418,Plyussa,RU,2020-10-19 03:51:06,58.43,29.37,35.69,85,84,10.65
419,Sur,OM,2020-10-19 03:51:06,22.57,59.53,84.92,38,22,20.22
420,Bridlington,GB,2020-10-19 03:51:06,54.08,-0.19,48.2,93,75,5.82
421,Mazamari,PE,2020-10-19 03:51:06,-11.33,-74.53,69.44,79,78,1.57
422,Mnogovershinnyy,RU,2020-10-19 03:51:07,53.94,139.92,25.07,96,100,15.93
423,Misratah,LY,2020-10-19 03:51:07,32.38,15.09,70.03,59,0,13.42
424,Brokopondo,SR,2020-10-19 03:51:07,4.75,-55.17,79.14,78,61,8.3
425,Lerwick,GB,2020-10-19 03:51:07,60.15,-1.15,44.6,87,100,13.87
426,Grindavik,IS,2020-10-19 03:51:07,63.84,-22.43,41.0,80,0,14.99
427,Pierre,US,2020-10-19 03:48:00,44.37,-100.35,37.0,55,90,5.82
428,Katobu,ID,2020-10-19 03:51:08,-4.94,122.53,93.43,40,53,5.91
429,Vao,NC,2020-10-19 03:51:08,-22.67,167.48,71.74,79,34,15.01
430,Laguna,US,2020-10-19 03:50:29,38.42,-121.42,75.99,46,1,5.97
431,Kavieng,PG,2020-10-19 03:50:17,-2.57,150.8,85.86,63,53,6.17
432,Amazar,RU,2020-10-19 03:51:08,53.86,120.88,34.68,77,98,3.24
433,Taoudenni,ML,2020-10-19 03:51:09,22.68,-3.98,76.03,19,0,4.79
434,Chifeng,CN,2020-10-19 03:51:09,42.27,118.96,60.4,30,1,9.64
435,Innisfail,AU,2020-10-19 03:51:09,-17.53,146.03,79.38,65,0,8.1
436,Freeport,US,2020-10-19 03:46:20,40.66,-73.58,57.0,81,1,4.7
437,Oktyabrskiy,RU,2020-10-19 03:51:09,54.48,53.47,49.91,79,94,9.98
438,Farafangana,MG,2020-10-19 03:51:09,-22.82,47.83,71.64,80,100,8.1
439,Berlevag,NO,2020-10-19 03:51:09,70.86,29.09,30.2,92,40,8.05
440,Clyde River,CA,2020-10-19 03:51:10,70.47,-68.59,32.0,97,90,24.16
441,Krasnyy Chikoy,RU,2020-10-19 03:51:10,50.36,108.75,46.56,51,93,1.72
442,Sovetskiy,RU,2020-10-19 03:51:10,61.36,63.58,32.02,98,100,8.19
443,San Ignacio,BZ,2020-10-19 03:51:10,17.16,-89.07,73.99,88,31,1.16
444,Zonguldak,TR,2020-10-19 03:51:10,41.25,31.83,55.06,94,100,5.37
445,Nouadhibou,MR,2020-10-19 03:51:10,20.93,-17.03,77.0,53,0,16.11
446,Lino Lakes,US,2020-10-19 03:51:10,45.16,-93.09,32.0,65,100,4.59
447,Calama,CL,2020-10-19 03:51:11,-22.47,-68.93,53.6,8,0,5.82
448,Lae,PG,2020-10-19 03:51:11,-6.72,146.98,85.39,61,78,8.72
449,Gloversville,US,2020-10-19 03:51:11,43.05,-74.34,51.01,75,79,3.0
450,Taitung,TW,2020-10-19 03:51:11,22.76,121.14,80.6,69,75,9.17
451,Kaspiysk,RU,2020-10-19 03:51:11,42.88,47.64,50.0,87,0,4.47
452,Bongandanga,CD,2020-10-19 03:51:11,1.5,21.05,69.06,99,100,1.66
453,Nyrob,RU,2020-10-19 03:51:12,60.73,56.72,38.1,96,100,7.96
454,Pareora,NZ,2020-10-19 03:51:12,-44.49,171.21,53.01,87,82,10.0
455,Beyneu,KZ,2020-10-19 03:51:12,45.32,55.2,55.72,34,0,13.62
456,Yaval,IN,2020-10-19 03:51:12,21.17,75.7,85.08,66,0,3.13
457,Moerai,PF,2020-10-19 03:51:12,-22.43,-151.33,75.51,83,8,13.22
458,Yar-Sale,RU,2020-10-19 03:51:12,66.83,70.83,21.31,96,0,7.61
459,Maun,BW,2020-10-19 03:51:13,-19.98,23.42,66.2,32,0,2.24
460,Neuquen,AR,2020-10-19 03:49:30,-38.95,-68.06,59.0,33,27,9.17
461,Hokitika,NZ,2020-10-19 03:49:50,-42.72,170.97,55.81,92,99,17.36
462,Anloga,GH,2020-10-19 03:51:13,5.79,0.9,78.8,88,40,4.7
463,Lompoc,US,2020-10-19 03:49:54,34.64,-120.46,59.0,93,90,6.93
464,Kakonko,TZ,2020-10-19 03:51:13,-3.28,30.96,64.8,77,44,1.68
465,Kribi,CM,2020-10-19 03:51:13,2.95,9.92,77.05,90,100,2.68
466,Fairview,US,2020-10-19 03:51:14,40.81,-74.0,59.0,71,1,3.36
467,Vestmannaeyjar,IS,2020-10-19 03:51:14,63.44,-20.27,43.57,65,0,13.71
468,Levelland,US,2020-10-19 03:51:14,33.59,-102.38,48.0,75,40,8.05
469,Chillicothe,US,2020-10-19 03:51:14,39.33,-82.98,54.0,81,90,5.14
470,Tuatapere,NZ,2020-10-19 03:51:14,-46.13,167.68,53.01,75,100,11.99
471,Marsh Harbour,BS,2020-10-19 03:51:15,26.54,-77.06,80.92,77,96,18.05
472,Baraboo,US,2020-10-19 03:46:31,43.47,-89.74,37.99,59,1,4.7
473,Muravlenko,RU,2020-10-19 03:51:15,63.79,74.52,25.23,97,31,11.81
474,Peniche,PT,2020-10-19 03:51:15,39.36,-9.38,62.01,82,21,8.01
475,Bereznehuvate,UA,2020-10-19 03:51:15,47.31,32.85,46.99,77,70,8.25
476,Tamara,HN,2020-10-19 03:51:15,14.15,-87.33,68.0,100,90,9.17
477,Montepuez,MZ,2020-10-19 03:51:16,-13.13,39.0,68.38,85,14,1.59
478,Ngunguru,NZ,2020-10-19 03:51:16,-35.62,174.5,64.27,80,33,9.75
479,Luderitz,NA,2020-10-19 03:50:23,-26.65,15.16,61.03,55,1,14.7
480,Kudat,MY,2020-10-19 03:51:16,6.88,116.85,82.4,88,40,6.93
481,Rapid Valley,US,2020-10-19 03:51:16,44.06,-103.15,28.99,92,90,8.05
482,Iquique,CL,2020-10-19 03:50:30,-20.22,-70.14,62.6,72,90,3.36
483,Bathsheba,BB,2020-10-19 03:51:16,13.22,-59.52,77.0,88,20,3.36
484,Pekalongan,ID,2020-10-19 03:51:17,-6.89,109.68,70.0,67,93,4.14
485,Udachnyy,RU,2020-10-19 03:51:17,66.42,112.4,14.0,92,90,4.47
486,Bonavista,CA,2020-10-19 03:51:17,48.65,-53.11,51.01,77,75,1.99
487,San Carlos Park,US,2020-10-19 03:51:17,26.47,-81.8,78.01,88,40,9.17
488,Korla,CN,2020-10-19 03:49:52,41.76,86.15,60.01,30,0,2.59
489,Namatanai,PG,2020-10-19 03:51:17,-3.67,152.43,86.41,61,56,3.15
490,Bilma,NE,2020-10-19 03:51:18,18.69,12.92,76.71,19,0,3.87
491,Ozark,US,2020-10-19 03:50:37,37.02,-93.21,45.0,96,100,11.88
492,Tevaitoa,PF,2020-10-19 03:51:18,-16.78,-151.5,80.11,79,29,12.39
493,Manitouwadge,CA,2020-10-19 03:51:18,49.12,-85.84,25.11,97,17,3.78
494,Lafiagi,NG,2020-10-19 03:51:18,8.87,5.42,74.98,86,3,2.21
495,Sarkand,KZ,2020-10-19 03:51:18,45.41,79.92,55.24,35,4,3.58
496,Sungaipenuh,ID,2020-10-19 03:51:19,-2.08,101.38,82.36,55,61,2.77
497,Ngama,TD,2020-10-19 03:51:19,11.78,17.17,76.87,39,12,4.63
498,Mandurah,AU,2020-10-19 03:51:19,-32.55,115.7,81.0,38,0,6.93
499,Arraias,BR,2020-10-19 03:51:19,-12.93,-46.94,80.64,44,67,5.12
500,Mendi,PG,2020-10-19 03:51:19,-6.18,143.65,64.72,93,83,3.24
501,Sorland,NO,2020-10-19 03:51:19,67.67,12.69,32.0,62,0,9.17
502,Aripuana,BR,2020-10-19 03:51:20,-9.17,-60.63,72.25,97,100,0.76
503,Virginia Beach,US,2020-10-19 03:47:33,36.85,-75.98,64.99,77,75,6.93
504,Nelson Bay,AU,2020-10-19 03:51:20,-32.72,152.15,66.99,77,75,11.41
505,Flinders,AU,2020-10-19 03:51:20,-34.58,150.86,69.01,61,46,5.01
506,Anupgarh,IN,2020-10-19 03:51:20,29.19,73.21,87.87,12,0,5.3
507,Terrace,CA,2020-10-19 03:47:27,54.52,-128.6,33.8,83,90,13.87
508,Beringovskiy,RU,2020-10-19 03:51:21,63.05,179.32,35.76,80,25,5.17
509,Tyrma,RU,2020-10-19 03:51:21,50.08,132.17,40.05,64,98,6.93
510,Christchurch,NZ,2020-10-19 03:49:54,-43.53,172.63,75.2,31,22,17.22
511,Xuddur,SO,2020-10-19 03:51:21,4.12,43.89,72.61,76,39,8.21
512,Natal,BR,2020-10-19 03:51:21,-5.79,-35.21,77.0,78,40,6.93
513,Katsuura,JP,2020-10-19 03:51:21,35.13,140.3,64.4,55,75,8.05
514,Linjiang,CN,2020-10-19 03:51:21,41.81,126.91,59.86,34,5,6.08
515,Dzaoudzi,YT,2020-10-19 03:51:22,-12.79,45.27,75.2,94,5,2.24
516,Ust-Ilimsk,RU,2020-10-19 03:51:22,58.0,102.66,31.26,92,97,13.82
517,Mao,ES,2020-10-19 03:51:22,39.89,4.27,59.0,72,0,4.7
518,Simbahan,PH,2020-10-19 03:51:22,6.3,120.58,80.28,85,97,16.84
519,Krotoszyn,PL,2020-10-19 03:51:22,51.7,17.44,46.0,98,24,7.14
520,Chernushka,RU,2020-10-19 03:51:22,56.51,56.08,48.7,85,100,16.62
521,Maniwaki,CA,2020-10-19 03:51:22,46.38,-75.97,47.59,85,99,10.2
522,Maceio,BR,2020-10-19 03:51:23,-9.67,-35.74,68.0,94,60,3.36
523,Biysk,RU,2020-10-19 03:51:23,52.54,85.21,36.75,77,16,12.73
524,Portales,US,2020-10-19 03:51:23,34.19,-103.33,44.6,70,1,8.05
525,Kahului,US,2020-10-19 03:50:50,20.89,-156.47,87.8,52,40,5.82
526,Buluang,PH,2020-10-19 03:51:23,13.31,123.34,85.89,73,100,5.3
527,Konya,TR,2020-10-19 03:51:24,38.17,32.5,51.8,81,100,3.36
528,Togur,RU,2020-10-19 03:51:24,58.36,82.83,32.31,90,92,12.53
529,Yokote,JP,2020-10-19 03:51:24,39.3,140.57,60.8,87,75,3.36
530,Satipo,PE,2020-10-19 03:51:24,-11.25,-74.64,69.84,80,78,1.74
531,Huarmey,PE,2020-10-19 03:51:24,-10.07,-78.15,62.29,84,6,8.05
532,Hatillo,PR,2020-10-19 03:51:24,18.49,-66.83,75.99,92,47,8.23
533,Mandalgovi,MN,2020-10-19 03:51:24,45.76,106.27,52.11,34,61,22.64
534,Necochea,AR,2020-10-19 03:51:25,-38.55,-58.74,57.99,93,83,10.0
535,Port Hawkesbury,CA,2020-10-19 03:51:25,45.62,-61.35,46.0,100,1,6.93
536,Xianyang,CN,2020-10-19 03:51:25,34.34,108.7,62.6,59,0,2.24
537,Mayumba,GA,2020-10-19 03:51:25,-3.43,10.66,77.13,89,94,9.75
538,Lochwinnoch,GB,2020-10-19 03:51:25,55.8,-4.63,53.01,93,100,12.75
